"","item_ID","label","english","description","comment","response_scale_discrete","response_scale_vas","branched_from","branched_response","beep_level","beeps_per_day","morning","evening","event","other","children","adolescents","adults","elderly","gen_pop","outpatient","inpatient","which","dataset","contact","open","open_link","request","closed","citation","existing_adapt","existing_ref","how_admin","how_long_beep","reliability","validity","development","item_use","item_instructions","item_other","X","tag"
"3262",3262,"Afgelopen 3 uur voelde ik mij blij","Over the past 3 hours, I've felt happy","Positive affect","optional 'positive affect' item","","0-100 (0=not at all/(Dutch: ""helemaal niet"", 50=quite/(Dutch: ""tamelijk""), 100=completely (Dutch: ""heel erg""))","","","","5","","","","","no","yes","yes","no","no","yes","no"," chronic condition suffering from persistent fatigue","qfs-profeel","Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","No","","Yes, email Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","","Vroegindeweij, A., Swart, J. F., Houtveen, J., Eijkelkamp, N., Van De Putte, E. M., Wulffraat, N. M., & Nijhof, S. L. (2022). Identifying disrupted biological factors and patient-tailored interventions for chronic fatigue in adolescents and young adults with Q-fever fatigue syndrome, chronic fatigue syndrome and juvenile idiopathic arthritis (QFS-study): study protocol for a randomized controlled trial with single-subject experimental case series design. Trials, 23(1), 683.","","","Smartphone app ""Ethica""","30 minutes","","","","Participants chose 1 positive affect to monitor","","VAS-scale labels: Younger participants did not prefer the label ""tamelijk"" and would have replaced it with a label like ""redelijk"".. Remarks about the population: Respondents were adolescents and young adults (aged 12-29)",3262,"cognition;worry"
"3263",3263,"Afgelopen 3 uur voelde ik mij sterk","Over the past 3 hours, I've felt strong","Positive affect","optional 'positive affect' item","","0-100 (0=not at all/(Dutch: ""helemaal niet"", 50=quite/(Dutch: ""tamelijk""), 100=completely (Dutch: ""heel erg""))","","","","5","","","","","no","yes","yes","no","no","yes","no"," chronic condition suffering from persistent fatigue","qfs-profeel","Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","No","","Yes, email Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","","Vroegindeweij, A., Swart, J. F., Houtveen, J., Eijkelkamp, N., Van De Putte, E. M., Wulffraat, N. M., & Nijhof, S. L. (2022). Identifying disrupted biological factors and patient-tailored interventions for chronic fatigue in adolescents and young adults with Q-fever fatigue syndrome, chronic fatigue syndrome and juvenile idiopathic arthritis (QFS-study): study protocol for a randomized controlled trial with single-subject experimental case series design. Trials, 23(1), 683.","","","Smartphone app ""Ethica""","30 minutes","","","","Participants chose 1 positive affect to monitor","","VAS-scale labels: Younger participants did not prefer the label ""tamelijk"" and would have replaced it with a label like ""redelijk"".. Remarks about the population: Respondents were adolescents and young adults (aged 12-29)",3263,"positive affect"
"3264",3264,"Afgelopen 3 uur voelde ik mij enthousiast","Over the past 3 hours, I've felt enthusiastic","Positive affect","optional 'positive affect' item","","0-100 (0=not at all/(Dutch: ""helemaal niet"", 50=quite/(Dutch: ""tamelijk""), 100=completely (Dutch: ""heel erg""))","","","","5","","","","","no","yes","yes","no","no","yes","no"," chronic condition suffering from persistent fatigue","qfs-profeel","Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","No","","Yes, email Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","","Vroegindeweij, A., Swart, J. F., Houtveen, J., Eijkelkamp, N., Van De Putte, E. M., Wulffraat, N. M., & Nijhof, S. L. (2022). Identifying disrupted biological factors and patient-tailored interventions for chronic fatigue in adolescents and young adults with Q-fever fatigue syndrome, chronic fatigue syndrome and juvenile idiopathic arthritis (QFS-study): study protocol for a randomized controlled trial with single-subject experimental case series design. Trials, 23(1), 683.","","","Smartphone app ""Ethica""","30 minutes","","","","Participants chose 1 positive affect to monitor","","VAS-scale labels: Younger participants did not prefer the label ""tamelijk"" and would have replaced it with a label like ""redelijk"".. Remarks about the population: Respondents were adolescents and young adults (aged 12-29)",3264,"positive affect"
"3265",3265,"Afgelopen 3 uur voelde ik mij zelfverzekerd","Over the past 3 hours, I've felt confident","Positive affect","optional 'positive affect' item","","0-100 (0=not at all/(Dutch: ""helemaal niet"", 50=quite/(Dutch: ""tamelijk""), 100=completely (Dutch: ""heel erg""))","","","","5","","","","","no","yes","yes","no","no","yes","no"," chronic condition suffering from persistent fatigue","qfs-profeel","Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","No","","Yes, email Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","","Vroegindeweij, A., Swart, J. F., Houtveen, J., Eijkelkamp, N., Van De Putte, E. M., Wulffraat, N. M., & Nijhof, S. L. (2022). Identifying disrupted biological factors and patient-tailored interventions for chronic fatigue in adolescents and young adults with Q-fever fatigue syndrome, chronic fatigue syndrome and juvenile idiopathic arthritis (QFS-study): study protocol for a randomized controlled trial with single-subject experimental case series design. Trials, 23(1), 683.","","","Smartphone app ""Ethica""","30 minutes","","","","Participants chose 1 positive affect to monitor","","VAS-scale labels: Younger participants did not prefer the label ""tamelijk"" and would have replaced it with a label like ""redelijk"".. Remarks about the population: Respondents were adolescents and young adults (aged 12-29)",3265,"positive affect"
"3266",3266,"Afgelopen 3 uur voeld eik mij vol inspiratie","Over the past 3 hours, I've felt inspired","Positive affect","optional 'positive affect' item","","0-100 (0=not at all/(Dutch: ""helemaal niet"", 50=quite/(Dutch: ""tamelijk""), 100=completely (Dutch: ""heel erg""))","","","","5","","","","","no","yes","yes","no","no","yes","no"," chronic condition suffering from persistent fatigue","qfs-profeel","Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","No","","Yes, email Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","","Vroegindeweij, A., Swart, J. F., Houtveen, J., Eijkelkamp, N., Van De Putte, E. M., Wulffraat, N. M., & Nijhof, S. L. (2022). Identifying disrupted biological factors and patient-tailored interventions for chronic fatigue in adolescents and young adults with Q-fever fatigue syndrome, chronic fatigue syndrome and juvenile idiopathic arthritis (QFS-study): study protocol for a randomized controlled trial with single-subject experimental case series design. Trials, 23(1), 683.","  ","","Smartphone app ""Ethica""","30 minutes","","","","Participants chose 1 positive affect to monitor","","VAS-scale labels: Younger participants did not prefer the label ""tamelijk"" and would have replaced it with a label like ""redelijk"".. Remarks about the population: Respondents were adolescents and young adults (aged 12-29)",3266,"positive affect"
"3267",3267,"Afgelopen 3 uur voelde ik mij geliefd","Over the past 3 hours, I've felt loved","Positive affect","optional 'positive affect' item","","0-100 (0=not at all/(Dutch: ""helemaal niet"", 50=quite/(Dutch: ""tamelijk""), 100=completely (Dutch: ""heel erg""))","","","","5","","","","","no","yes","yes","no","no","yes","no"," chronic condition suffering from persistent fatigue","qfs-profeel","Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","No","","Yes, email Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","","Vroegindeweij, A., Swart, J. F., Houtveen, J., Eijkelkamp, N., Van De Putte, E. M., Wulffraat, N. M., & Nijhof, S. L. (2022). Identifying disrupted biological factors and patient-tailored interventions for chronic fatigue in adolescents and young adults with Q-fever fatigue syndrome, chronic fatigue syndrome and juvenile idiopathic arthritis (QFS-study): study protocol for a randomized controlled trial with single-subject experimental case series design. Trials, 23(1), 683.","","","Smartphone app ""Ethica""","30 minutes","","","","Participants chose 1 positive affect to monitor","","VAS-scale labels: Younger participants did not prefer the label ""tamelijk"" and would have replaced it with a label like ""redelijk"".. Remarks about the population: Respondents were adolescents and young adults (aged 12-29)",3267,"positive affect;self-esteem"
"3268",3268,"Afgelopen 3 uur voelde ik mij vastberaden","Over the past 3 hours, I've felt determined","Positive affect","optional 'positive affect' item","","0-100 (0=not at all/(Dutch: ""helemaal niet"", 50=quite/(Dutch: ""tamelijk""), 100=completely (Dutch: ""heel erg""))","","","","5","","","","","no","yes","yes","no","no","yes","no"," chronic condition suffering from persistent fatigue","qfs-profeel","Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","No","","Yes, email Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","","Vroegindeweij, A., Swart, J. F., Houtveen, J., Eijkelkamp, N., Van De Putte, E. M., Wulffraat, N. M., & Nijhof, S. L. (2022). Identifying disrupted biological factors and patient-tailored interventions for chronic fatigue in adolescents and young adults with Q-fever fatigue syndrome, chronic fatigue syndrome and juvenile idiopathic arthritis (QFS-study): study protocol for a randomized controlled trial with single-subject experimental case series design. Trials, 23(1), 683.","","","Smartphone app ""Ethica""","30 minutes","","","","Participants chose 1 positive affect to monitor","","VAS-scale labels: Younger participants did not prefer the label ""tamelijk"" and would have replaced it with a label like ""redelijk"".. Remarks about the population: Respondents were adolescents and young adults (aged 12-29)",3268,"positive affect"
"3269",3269,"Afgelopen 3 uur voelde ik mij tevreden","Over the past 3 hours, I've felt satisfied","Positive affect","optional 'positive affect' item","","0-100 (0=not at all/(Dutch: ""helemaal niet"", 50=quite/(Dutch: ""tamelijk""), 100=completely (Dutch: ""heel erg""))","","","","5","","","","","no","yes","yes","no","no","yes","no"," chronic condition suffering from persistent fatigue","qfs-profeel","Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","No","","Yes, email Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","","Vroegindeweij, A., Swart, J. F., Houtveen, J., Eijkelkamp, N., Van De Putte, E. M., Wulffraat, N. M., & Nijhof, S. L. (2022). Identifying disrupted biological factors and patient-tailored interventions for chronic fatigue in adolescents and young adults with Q-fever fatigue syndrome, chronic fatigue syndrome and juvenile idiopathic arthritis (QFS-study): study protocol for a randomized controlled trial with single-subject experimental case series design. Trials, 23(1), 683.","","","Smartphone app ""Ethica""","30 minutes","","","","Participants chose 1 positive affect to monitor","","VAS-scale labels: Younger participants did not prefer the label ""tamelijk"" and would have replaced it with a label like ""redelijk"".. Remarks about the population: Respondents were adolescents and young adults (aged 12-29)",3269,"positive affect"
"3270",3270,"Afgelopen 3 uur voelde ik mij energiek","Over the past 3 hours, I've felt energetic","Positive affect","optional 'positive affect' item","","0-100 (0=not at all/(Dutch: ""helemaal niet"", 50=quite/(Dutch: ""tamelijk""), 100=completely (Dutch: ""heel erg""))","","","","5","","","","","no","yes","yes","no","no","yes","no"," chronic condition suffering from persistent fatigue","qfs-profeel","Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","No","","Yes, email Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","","Vroegindeweij, A., Swart, J. F., Houtveen, J., Eijkelkamp, N., Van De Putte, E. M., Wulffraat, N. M., & Nijhof, S. L. (2022). Identifying disrupted biological factors and patient-tailored interventions for chronic fatigue in adolescents and young adults with Q-fever fatigue syndrome, chronic fatigue syndrome and juvenile idiopathic arthritis (QFS-study): study protocol for a randomized controlled trial with single-subject experimental case series design. Trials, 23(1), 683.","","","Smartphone app ""Ethica""","30 minutes","","","","Participants chose 1 positive affect to monitor","","VAS-scale labels: Younger participants did not prefer the label ""tamelijk"" and would have replaced it with a label like ""redelijk"".. Remarks about the population: Respondents were adolescents and young adults (aged 12-29)",3270,"positive affect"
"3271",3271,"Afgelopen 3 uur voelde ik mij verdrietig","Over the past 3 hours, I've felt sad","Negative affect","optional 'negative affect' item ","","0-100 (0=not at all/(Dutch: ""helemaal niet"", 50=quite/(Dutch: ""tamelijk""), 100=completely (Dutch: ""heel erg""))","","","","5","","","","","no","yes","yes","no","no","yes","no"," chronic condition suffering from persistent fatigue","qfs-profeel","Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","No","","Yes, email Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","","Vroegindeweij, A., Swart, J. F., Houtveen, J., Eijkelkamp, N., Van De Putte, E. M., Wulffraat, N. M., & Nijhof, S. L. (2022). Identifying disrupted biological factors and patient-tailored interventions for chronic fatigue in adolescents and young adults with Q-fever fatigue syndrome, chronic fatigue syndrome and juvenile idiopathic arthritis (QFS-study): study protocol for a randomized controlled trial with single-subject experimental case series design. Trials, 23(1), 683.","","","Smartphone app ""Ethica""","30 minutes","","","","Participants chose 1 positive affect to monitor","","VAS-scale labels: Younger participants did not prefer the label ""tamelijk"" and would have replaced it with a label like ""redelijk"".. Remarks about the population: Respondents were adolescents and young adults (aged 12-29)",3271,"positive affect"
"3272",3272,"Afgelopen 3 uur voelde ik mij somber","Over the past 3 hours, I've felt gloomy","Negative affect","optional 'negative affect' item ","","0-100 (0=not at all/(Dutch: ""helemaal niet"", 50=quite/(Dutch: ""tamelijk""), 100=completely (Dutch: ""heel erg""))","","","","5","","","","","no","yes","yes","no","no","yes","no"," chronic condition suffering from persistent fatigue","qfs-profeel","Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","No","","Yes, email Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","","Vroegindeweij, A., Swart, J. F., Houtveen, J., Eijkelkamp, N., Van De Putte, E. M., Wulffraat, N. M., & Nijhof, S. L. (2022). Identifying disrupted biological factors and patient-tailored interventions for chronic fatigue in adolescents and young adults with Q-fever fatigue syndrome, chronic fatigue syndrome and juvenile idiopathic arthritis (QFS-study): study protocol for a randomized controlled trial with single-subject experimental case series design. Trials, 23(1), 683.","","","Smartphone app ""Ethica""","30 minutes","","","","Participants chose 1 negative affect to monitor","","VAS-scale labels: Younger participants did not prefer the label ""tamelijk"" and would have replaced it with a label like ""redelijk"".. Remarks about the population: Respondents were adolescents and young adults (aged 12-29)",3272,"positive affect"
"3273",3273,"Afgelopen 3 uur voelde ik mij terneergeslagen","Over the past 3 hours, I've felt downcast","Negative affect","optional 'negative affect' item ","","0-100 (0=not at all/(Dutch: ""helemaal niet"", 50=quite/(Dutch: ""tamelijk""), 100=completely (Dutch: ""heel erg""))","","","","5","","","","","no","yes","yes","no","no","yes","no"," chronic condition suffering from persistent fatigue","qfs-profeel","Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","No","","Yes, email Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","","Vroegindeweij, A., Swart, J. F., Houtveen, J., Eijkelkamp, N., Van De Putte, E. M., Wulffraat, N. M., & Nijhof, S. L. (2022). Identifying disrupted biological factors and patient-tailored interventions for chronic fatigue in adolescents and young adults with Q-fever fatigue syndrome, chronic fatigue syndrome and juvenile idiopathic arthritis (QFS-study): study protocol for a randomized controlled trial with single-subject experimental case series design. Trials, 23(1), 683.","","","Smartphone app ""Ethica""","30 minutes","","","","Participants chose 1 negative affect to monitor","","VAS-scale labels: Younger participants did not prefer the label ""tamelijk"" and would have replaced it with a label like ""redelijk"".. Remarks about the population: Respondents were adolescents and young adults (aged 12-29)",3273,"negative affect"
"3274",3274,"Afgelopen 3 uur voelde ik mij schuldig","Over the past 3 hours, I've felt guilty","Negative affect","optional 'negative affect' item ","","0-100 (0=not at all/(Dutch: ""helemaal niet"", 50=quite/(Dutch: ""tamelijk""), 100=completely (Dutch: ""heel erg""))","","","","5","","","","","no","yes","yes","no","no","yes","no"," chronic condition suffering from persistent fatigue","qfs-profeel","Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","No","","Yes, email Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","","Vroegindeweij, A., Swart, J. F., Houtveen, J., Eijkelkamp, N., Van De Putte, E. M., Wulffraat, N. M., & Nijhof, S. L. (2022). Identifying disrupted biological factors and patient-tailored interventions for chronic fatigue in adolescents and young adults with Q-fever fatigue syndrome, chronic fatigue syndrome and juvenile idiopathic arthritis (QFS-study): study protocol for a randomized controlled trial with single-subject experimental case series design. Trials, 23(1), 683.","","","Smartphone app ""Ethica""","30 minutes","","","","Participants chose 1 negative affect to monitor","","VAS-scale labels: Younger participants did not prefer the label ""tamelijk"" and would have replaced it with a label like ""redelijk"".. Remarks about the population: Respondents were adolescents and young adults (aged 12-29)",3274,"negative affect"
"3275",3275,"Afgelopen 3 uur voelde ik angst over mijn klachten","Over the past 3 hours, I've felt anxious about my symptoms","Negative affect","optional 'negative affect' item ","","0-100 (0=not at all/(Dutch: ""helemaal niet"", 50=quite/(Dutch: ""tamelijk""), 100=completely (Dutch: ""heel erg""))","","","","5","","","","","no","yes","yes","no","no","yes","no"," chronic condition suffering from persistent fatigue","qfs-profeel","Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","No","","Yes, email Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","","Vroegindeweij, A., Swart, J. F., Houtveen, J., Eijkelkamp, N., Van De Putte, E. M., Wulffraat, N. M., & Nijhof, S. L. (2022). Identifying disrupted biological factors and patient-tailored interventions for chronic fatigue in adolescents and young adults with Q-fever fatigue syndrome, chronic fatigue syndrome and juvenile idiopathic arthritis (QFS-study): study protocol for a randomized controlled trial with single-subject experimental case series design. Trials, 23(1), 683.","","","Smartphone app ""Ethica""","30 minutes","","","","Participants chose 1 negative affect to monitor","","VAS-scale labels: Younger participants did not prefer the label ""tamelijk"" and would have replaced it with a label like ""redelijk"".. Remarks about the population: Respondents were adolescents and young adults (aged 12-29)",3275,"negative affect"
"3276",3276,"Afgelopen 3 uur voelde ik mij boos","Over the past 3 hours, I've felt angry","Negative affect","optional 'negative affect' item ","","0-100 (0=not at all/(Dutch: ""helemaal niet"", 50=quite/(Dutch: ""tamelijk""), 100=completely (Dutch: ""heel erg""))","","","","5","","","","","no","yes","yes","no","no","yes","no"," chronic condition suffering from persistent fatigue","qfs-profeel","Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","No","","Yes, email Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","","Vroegindeweij, A., Swart, J. F., Houtveen, J., Eijkelkamp, N., Van De Putte, E. M., Wulffraat, N. M., & Nijhof, S. L. (2022). Identifying disrupted biological factors and patient-tailored interventions for chronic fatigue in adolescents and young adults with Q-fever fatigue syndrome, chronic fatigue syndrome and juvenile idiopathic arthritis (QFS-study): study protocol for a randomized controlled trial with single-subject experimental case series design. Trials, 23(1), 683.","","","Smartphone app ""Ethica""","30 minutes","","","","Participants chose 1 negative affect to monitor","","VAS-scale labels: Younger participants did not prefer the label ""tamelijk"" and would have replaced it with a label like ""redelijk"".. Remarks about the population: Respondents were adolescents and young adults (aged 12-29)",3276,"negative affect"
"3277",3277,"Afgelopen 3 uur had ik een kort lontje","Over the past 3 hours, I've been short-tempered","Negative affect","optional 'negative affect' item ","","0-100 (0=not at all/(Dutch: ""helemaal niet"", 50=quite/(Dutch: ""tamelijk""), 100=completely (Dutch: ""heel erg""))","","","","5","","","","","no","yes","yes","no","no","yes","no"," chronic condition suffering from persistent fatigue","qfs-profeel","Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","No","","Yes, email Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","","Vroegindeweij, A., Swart, J. F., Houtveen, J., Eijkelkamp, N., Van De Putte, E. M., Wulffraat, N. M., & Nijhof, S. L. (2022). Identifying disrupted biological factors and patient-tailored interventions for chronic fatigue in adolescents and young adults with Q-fever fatigue syndrome, chronic fatigue syndrome and juvenile idiopathic arthritis (QFS-study): study protocol for a randomized controlled trial with single-subject experimental case series design. Trials, 23(1), 683.","","","Smartphone app ""Ethica""","30 minutes","","","","Participants chose 1 negative affect to monitor","","VAS-scale labels: Younger participants did not prefer the label ""tamelijk"" and would have replaced it with a label like ""redelijk"".. Remarks about the population: Respondents were adolescents and young adults (aged 12-29)",3277,"anxiety;negative affect;symptom"
"3278",3278,"Afgelopen 3 uur voelde ik mij beschaamd","Over the past 3 hours, I've felt ashamed","Negative affect","optional 'negative affect' item ","","0-100 (0=not at all/(Dutch: ""helemaal niet"", 50=quite/(Dutch: ""tamelijk""), 100=completely (Dutch: ""heel erg""))","","","","5","","","","","no","yes","yes","no","no","yes","no"," chronic condition suffering from persistent fatigue","qfs-profeel","Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","No","","Yes, email Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","","Vroegindeweij, A., Swart, J. F., Houtveen, J., Eijkelkamp, N., Van De Putte, E. M., Wulffraat, N. M., & Nijhof, S. L. (2022). Identifying disrupted biological factors and patient-tailored interventions for chronic fatigue in adolescents and young adults with Q-fever fatigue syndrome, chronic fatigue syndrome and juvenile idiopathic arthritis (QFS-study): study protocol for a randomized controlled trial with single-subject experimental case series design. Trials, 23(1), 683.","","","Smartphone app ""Ethica""","30 minutes","","","","Participants chose 1 negative affect to monitor","","VAS-scale labels: Younger participants did not prefer the label ""tamelijk"" and would have replaced it with a label like ""redelijk"".. Remarks about the population: Respondents were adolescents and young adults (aged 12-29)",3278,"negative affect"
"3279",3279,"Afgelopen 3 uur voelde ik mij gespannen","Over the past 3 hours, I've felt tense","Negative affect","optional 'negative affect' item ","","0-100 (0=not at all/(Dutch: ""helemaal niet"", 50=quite/(Dutch: ""tamelijk""), 100=completely (Dutch: ""heel erg""))","","","","5","","","","","no","yes","yes","no","no","yes","no"," chronic condition suffering from persistent fatigue","qfs-profeel","Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","No","","Yes, email Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","","Vroegindeweij, A., Swart, J. F., Houtveen, J., Eijkelkamp, N., Van De Putte, E. M., Wulffraat, N. M., & Nijhof, S. L. (2022). Identifying disrupted biological factors and patient-tailored interventions for chronic fatigue in adolescents and young adults with Q-fever fatigue syndrome, chronic fatigue syndrome and juvenile idiopathic arthritis (QFS-study): study protocol for a randomized controlled trial with single-subject experimental case series design. Trials, 23(1), 683.","","","Smartphone app ""Ethica""","30 minutes","","","","Participants chose 1 negative affect to monitor","","VAS-scale labels: Younger participants did not prefer the label ""tamelijk"" and would have replaced it with a label like ""redelijk"".. Remarks about the population: Respondents were adolescents and young adults (aged 12-29)",3279,"negative affect"
"3280",3280,"Afgelopen 3 uur voelde ik mij zenuwachtig","Over the past 3 hours, I've felt nervous","Negative affect","optional 'negative affect' item ","","0-100 (0=not at all/(Dutch: ""helemaal niet"", 50=quite/(Dutch: ""tamelijk""), 100=completely (Dutch: ""heel erg""))","","","","5","","","","","no","yes","yes","no","no","yes","no"," chronic condition suffering from persistent fatigue","qfs-profeel","Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","No","","Yes, email Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","","Vroegindeweij, A., Swart, J. F., Houtveen, J., Eijkelkamp, N., Van De Putte, E. M., Wulffraat, N. M., & Nijhof, S. L. (2022). Identifying disrupted biological factors and patient-tailored interventions for chronic fatigue in adolescents and young adults with Q-fever fatigue syndrome, chronic fatigue syndrome and juvenile idiopathic arthritis (QFS-study): study protocol for a randomized controlled trial with single-subject experimental case series design. Trials, 23(1), 683.","","","Smartphone app ""Ethica""","30 minutes","","","","Participants chose 1 negative affect to monitor","","VAS-scale labels: Younger participants did not prefer the label ""tamelijk"" and would have replaced it with a label like ""redelijk"".. Remarks about the population: Respondents were adolescents and young adults (aged 12-29)",3280,"negative affect"
"3281",3281,"Afgelopen 3 uur voelde ik mij bang","Over the past 3 hours, I've felt afraid","Negative affect","optional 'negative affect' item ","","0-100 (0=not at all/(Dutch: ""helemaal niet"", 50=quite/(Dutch: ""tamelijk""), 100=completely (Dutch: ""heel erg""))","","","","5","","","","","no","yes","yes","no","no","yes","no"," chronic condition suffering from persistent fatigue","qfs-profeel","Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","No","","Yes, email Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","","Vroegindeweij, A., Swart, J. F., Houtveen, J., Eijkelkamp, N., Van De Putte, E. M., Wulffraat, N. M., & Nijhof, S. L. (2022). Identifying disrupted biological factors and patient-tailored interventions for chronic fatigue in adolescents and young adults with Q-fever fatigue syndrome, chronic fatigue syndrome and juvenile idiopathic arthritis (QFS-study): study protocol for a randomized controlled trial with single-subject experimental case series design. Trials, 23(1), 683.","","","Smartphone app ""Ethica""","30 minutes","","","","Participants chose 1 negative affect to monitor","","VAS-scale labels: Younger participants did not prefer the label ""tamelijk"" and would have replaced it with a label like ""redelijk"".. Remarks about the population: Respondents were adolescents and young adults (aged 12-29)",3281,"negative affect;stress"
"3282",3282,"Afgelopen 3 uur voelde ik mij niet begrepen","Over the past 3 hours, I've felt misunderstood","Negative affect","optional 'negative affect' item ","","0-100 (0=not at all/(Dutch: ""helemaal niet"", 50=quite/(Dutch: ""tamelijk""), 100=completely (Dutch: ""heel erg""))","","","","5","","","","","no","yes","yes","no","no","yes","no"," chronic condition suffering from persistent fatigue","qfs-profeel","Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","No","","Yes, email Sanne Nijhof (s.l.nijhof@umcutrecht.nl)","","Vroegindeweij, A., Swart, J. F., Houtveen, J., Eijkelkamp, N., Van De Putte, E. M., Wulffraat, N. M., & Nijhof, S. L. (2022). Identifying disrupted biological factors and patient-tailored interventions for chronic fatigue in adolescents and young adults with Q-fever fatigue syndrome, chronic fatigue syndrome and juvenile idiopathic arthritis (QFS-study): study protocol for a randomized controlled trial with single-subject experimental case series design. Trials, 23(1), 683.","","","Smartphone app ""Ethica""","30 minutes","","","","Participants chose 1 negative affect to monitor","","VAS-scale labels: Younger participants did not prefer the label ""tamelijk"" and would have replaced it with a label like ""redelijk"".. Remarks about the population: Respondents were adolescents and young adults (aged 12-29)",3282,"anxiety;negative affect;worry;stress"
"3283",3283,"עד כמה היו המשפטים הבאים נכונים עבורך מאז הפעם האחרונה שמילאת את השאלון? - ניסיתי להבין את המחשבות, הרצונות והרגשות של אנשים סביבי שהובילו אותם להתנהגות מסוימת","Since the last time I completed the questionnaire, I tried to understand the thoughts, desires, and feelings that led people around me to their behavior","Self-Reported Mentalizing","","1 (Not at all) to 5 (very much) (discrete)","","","","x","6","","","","","no","no","yes","no","yes","no","no","","daily mentalizing","Yogev Kivity (yogev.kivity@biu.ac.il)","YES","https://osf.io/9cm75/","NO","NO","Steinberg, N., Moshe-Cohen, R., Sheena, L. et al. Capturing a mentalized moment: A pilot study of the psychometric properties of a novel assessment method of mentalizing in daily life. Curr Psychol (2023). https://doi.org/10.1007/s12144-023-04963-w","","","Android operating-system mobile devices","100 minutes","","","adapted for momentary assessment from the following items of the Mentalization Scale: I find it important to understand reasons for my behavior; To understand someone's behavior, we need to know her/his thoughts, wishes, andfeelings","","","Remarks about the population: BPD in a non-clinical sample of undergraduate students",3283,"negative affect"
"3284",3284,"עד כמה היו המשפטים הבאים נכונים עבורך מאז הפעם האחרונה שמילאת את השאלון? - ניסיתי להבין את המחשבות, הרצונות והרגשות שהובילו אותי להתנהגות מסוימת","Since the last time I completed the questionnaire, I tried to understand the thoughts, desires, and feelings that led to my behavior","Self-Reported Mentalizing","","1 (Not at all) to 5 (very much) (discrete)","","","","x","6","","","","","no","no","yes","no","yes","no","no","","daily mentalizing","Yogev Kivity (yogev.kivity@biu.ac.il)","YES","https://osf.io/9cm75/","NO","NO","Steinberg, N., Moshe-Cohen, R., Sheena, L. et al. Capturing a mentalized moment: A pilot study of the psychometric properties of a novel assessment method of mentalizing in daily life. Curr Psychol (2023). https://doi.org/10.1007/s12144-023-04963-w","","","Android operating-system mobile devices","100 minutes","","","adapted for momentary assessment from the following items of the Mentalization Scale: I find it important to understand reasons for my behavior; To understand someone's behavior, we need to know her/his thoughts, wishes, andfeelings","","","Remarks about the population: BPD in a non-clinical sample of undergraduate students",3284,"negative affect"
