item_ID,label,description,english,tag_automated,check2_tag_remove,check2_tag_add,check2_tag_new,edited_by,check1_tag_remove,check1_tag_add
2474,Hoe lang lag ik vanmorgen wakker voordat ik opstond?,Sleep quality,How long did I lie awake this morning before getting up,arousal;sleep;morning,,,,Milla;Wiktor,arousal,
2475,Ik heb goed geslapen ,Sleep quality,I slept well,sleep;morning,,,,Milla;Wiktor,,
2476,Wat dacht ik vlak voor de piep afging?,Thoughts,What was I thinking right before the beep?,,,,,Milla;Wiktor,,cognition
2477,Dit is een duidelijke gedachte,Thoughts,This thought was clear,,,,,Milla;Wiktor,,cognition;appraisal
2478,Dit is een plezierige gedachte,Thoughts,This thought was pleasant,,,,,Milla;Wiktor,,cognition;appraisal
2479,Ik ben aan het piekeren,Thoughts,I'm worrying about things,worry,,,,Milla;Wiktor,,
2480,Ik kan me moeilijk concentreren,Thoughts,I find it difficult to concentrate,cognition,,,,Milla;Wiktor,,
2481,Ik voel me opgewekt,Positive affect,I feel cheerful,positive affect,,,,Milla;Wiktor,,
2482,Ik voel me ontspannen,Agitation,I feel relaxed,positive affect,,,,Milla;Wiktor,,
2483,Ik voel me enthousiast,Positive affect,I feel enthusiastic,positive affect,,,,Milla;Wiktor,,
2484,Ik voel me tevreden,Positive affect,I feel satisfied,positive affect,,,,Milla;Wiktor,,
2485,Ik voel me onzeker,Negative affect,I feel insecure,negative affect;self-esteem,,,,Milla;Wiktor,,
2486,Ik voel me eenzaam,Negative affect,I feel lonely,negative affect,,,,Milla;Wiktor,,
2487,Ik voel me angstig,Negative affect,I feel anxious,anxiety;negative affect;worry,,,,Milla;Wiktor,worry,
2488,Ik voel me geïrriteerd,Negative affect,I feel irritated,negative affect,,,,Milla;Wiktor,,
2489,Ik voel me somber,Negative affect,I feel blue,negative affect,,,,Milla;Wiktor,,
2490,Ik voel me schuldig,Negative affect,I feel guilty,negative affect,,,,Milla;Wiktor,,
2491,Ik voel me kalm,Agitation,I feel calm,positive affect,,,,Milla;Wiktor,,
2492,Ik voel me wantrouwig,Negative affect,I feel suspicious,negative affect;psychosis,,,,Milla;Wiktor,,
2493,Ik voel me gejaagd,Agitation,I feel harried,,,,,Milla;Wiktor,,
2494,Ik voel me gecontroleerd,Negative affect,I feel controlled,negative affect,,,,Milla;Wiktor,,
2495,"Sinds de vorige piep heb ik me lichamelijk ingespannen (bv wandelen, stofzuigen, fietsen, tenissen, rennen, … ) ",Physical,"Since the last beep I have engaged in physical activity (bv walking, vacuuming, cycling, playing tennis, running, ..)",activity,,,,Milla;Wiktor,,
2496,Ik heb honger,Physical,I am hungry,physical health,,,,Milla;Wiktor,,
2497,Ik voel me niet lekker,Physical,I don't feel well,,,,,Milla;Wiktor,,physical health
2498,Ik voel me energiek,Positive affect,I feel energetic,positive affect,,,,Milla;Wiktor,,
2499,Ik ben moe,Physical,I am tired,fatigue,,,,Milla;Wiktor,,physical health
2500,Wat ben ik aan het doen (vlak voor de piep afging)?,acitvity,What am I doing (just before the beep)? ,activity,,,,Milla;Wiktor,,
2501,Ik zou liever wat (/iets) anders doen,activity,I would rather be doing something else,activity,,,,Milla;Wiktor,,appraisal
2502,Deze activiteit kost mij moeite,acitvity,This activity requires effort,activity,,,,Milla;Wiktor,,appraisal
2503,Dit kan ik goed,acitvity,I can do this well,,,,,Milla;Wiktor,,activity;appraisal
2504,Ik vind dat ik actief bezig ben,acitvity,I think I'm being active,,,,,Milla;Wiktor,,activity;appraisal
2505,Deze activiteit is een uitdaging,acitvity,This activity is a challenge,activity,,,,Milla;Wiktor,,appraisal
2506,Waar ben ik,location,Where am I,location,,,,Milla;Wiktor,,
2507,Ik ben hier graag (plaats),location,I like to being here (place),location,,,,Milla;Wiktor,,appraisal
2508,Met wie ben ik?,Social,Who am I with,social context,,,,Milla;Wiktor,,
2509,Ik vind dit gezelschap aangenaam,Social,I find the people I am with pleasant,,,,,Milla;Wiktor,,social context;appraisal
2510,Ik zou het anders willen,Social,I prefer it to be different,,,,,Milla;Wiktor,,social context;appraisal
2511,Met hoeveel mensen ben ik?,Social,How many people am I with?,,,,,Milla;Wiktor,,social context
2512,Ik zou liever alleen zijn,Social,I would rather be alone,,,,,Milla;Wiktor,,social context;appraisal
2513,Ik vind mijn huidige gezelfschap niet fijn,Social,I don't like the present company,,,,,Milla;Wiktor,,social context;appraisal
2514,Sinds de vorige beep gebruikte ik…  ,Substance use,Since the last beep I used… ,substance use,,,,Milla;Wiktor,,
2515,Alcohol (… glazen),Substance use,Alcohol (…. glasses),substance use,,,,Milla;Wiktor,,
2516,Medicatie om … uur … ,Substance use,Medication at …. hours … min,substance use,,,,Milla;Wiktor,,
2517,Sinds de vorige beep is het belangrijkste wat er gebeurd is … ,event,Since the last beep the most important thing that has happened is …,event,,,,Milla;Wiktor,,
2518,Deze situatie was… ,event,This situation was …. ,event,,,,Milla;Wiktor,,appraisal
2519,Was er tussen nu en de vorige beep sprake van een negatieve gebeurtenis of situatie?,event,Was there a negative event between the previous beep and now? ,event,,,,Milla;Wiktor,,
2520,"Indien ja, omschrijf: …..",event,"If yes, describe: … ",event,,,,Milla;Wiktor,,
2521,Deze situatie was vervelend,event,This situation was annoying,event,,,,Milla;Wiktor,,appraisal
2522,Deze situatie was belangrijk voor mij,event,This situation was important to me,event,,,,Milla;Wiktor,,appraisal
2523,Deze situatie was stressvol,event,This situation was stressful,event;stress,,,,Milla;Wiktor,,appraisal
2524,Deze situatie was verwacht,event,This situation was expected,event,,,,Milla;Wiktor,,appraisal
2525,Ik had er controle over,event,I had control over the situation,event,,,,Milla;Wiktor,,appraisal
2526,De gebeurtenis betrof mijn tweelingzus,event,This situation was related to my twin sister,event,,,,Milla;Wiktor,,appraisal
2527,Hoe lang geleden was deze afgelopen?,event,How long ago did this situation end?,event,,,,Milla;Wiktor,,
2528,Deze piep stoorde mij,General,This beep disturbed me,methodological,,,,Milla;Wiktor,,
2529,Het is nu …uur…min ,Response time,It now is …h …min ,,,,,Milla;Wiktor,,
2530,Speekselmonster genomen om …uur…,Response time,Saliva sample taken at …hour …min,,,,,Milla;Wiktor,,
2531,"Ik heb het horloge afgezet van … uur tot … uur, omdat ….",Response time,"I turned off the watch from … h untill … h, because … ",evening,,,,Milla;Wiktor,,methodological
2532,Wat was de grootse bron van stress vandaag? ,negative event,What was the biggest source of stress today?,event;stress;evening,,,,Milla;Wiktor,,
2533,Was deze situatie vervelend?,negative event,Was this situation annoying?,event;evening,,,,Milla;Wiktor,,appraisal
2534,Was deze situatie belangrijk?,negative event,Was this situation important?,event;evening,,,,Milla;Wiktor,,appraisal
2535,Was deze situatie verwacht?,negative event,Was this situationexpected?,event;evening,,,,Milla;Wiktor,,appraisal
2536,Ik had er controle over,negative event,I could control it,event;evening,,,,Milla;Wiktor,,appraisal
2537,Ik kon het verloop beïnvloeden,negative event,I could influence its progress,event;evening,,,,Milla;Wiktor,,appraisal
2538,Het betrof mijn tweelingzus,negative event,The situation concerned my twin sister,event;worry;evening,,,,Milla;Wiktor,,appraisal
2539,Komt dit vaak voor?,negative event,Does this happen frequently? ,event;evening,,,,Milla;Wiktor,,appraisal
2540,"Hoe ben ik met deze stress-situatie omgegaan? Rustig bekeken, beoordeeld en doelbewust aangepast",negative event - coping,"How did I handle this stressful situation? I have tried to solve the problem according to a specific plan. Viewed calmly, assessed and tackled purposefully.",coping;event;positive affect;stress;evening,,,,Milla;Wiktor,positive affect;stress,
2541,"Hoe ben ik met deze stress-situatie omgegaan? Afleiding gezocht, proberen niet aan te denken, ontspannen",negative event - coping,"How did I handle this stressful situation? I've been looking for distraction, trying not to think about it, relaxing",attention;coping;event;stress;evening,,,,Milla;Wiktor,stress,
2542,"Hoe ben ik met deze stress-situatie omgegaan? Afgewacht, de zaak op zijn beloop gelaten",negative event - coping,"How did I handle this stressful situation? I waited, let it run",coping;event;stress;evening,,,,Milla;Wiktor,stress,
2543,"Hoe ben ik met deze stress-situatie omgegaan? Iemand om hulp gevraagd, bij iemand troost gezocht",negative event - coping,"How did I handle this stressful situation? Asked someone for help, I sought comfort/understanding (from others)",coping;event;stress;evening,,,,Milla;Wiktor,stress,
2544,"Hoe ben ik met deze stress-situatie omgegaan? Gepiekerd, werd erdoor opgeslorpt, niet in staat om wat te doen",negative event - coping,"How did I handle this stressful situation? Worried, I was no longer able to do anything and I didn't do anything",anxiety;coping;event;stress;worry;evening,,,,Milla;Wiktor,stress;anxiety,
2545,Hoe ben ik met deze stress-situatie omgegaan? Mijn ergernis of kwaadheid afgereageerd,negative event - coping,How did I handle this stressful situation? I have vented my annoyance or anger,coping;event;stress;evening,,,,Milla;Wiktor,stress,
2546,"Hoe ben ik met deze stress-situatie omgegaan? Mezelf gerustgesteld, er kunnen ergere dingen gebeuren",negative event - coping,How did I handle this stressful situation? I have reassured myself; worse things could happen,coping;event;stress;evening,,,,Milla;Wiktor,stress,
2547,Was was het resultaat (van hoe ik ermee omgegaan ben)? Het heeft me geholpen het probleem op te lossen,negative event - coping,What was the result (of how I handled the situation)? It helped me to solve the problem,coping;event;evening,,,,Milla;Wiktor,,
2548,Was was het resultaat (van hoe ik ermee omgegaan ben)? Het heeft me een beter gevoel gegeven,negative event - coping,What was the result (of how I handled the situation)? It made me feel better,coping;event;evening,,,,Milla;Wiktor,,
2549,Is er vandaag nog iets anders voorgekomen en hoe erg was dat? Veel werk thuis,negative event,Did anything else happen today and how bad was it? a lot of work at home,event;evening,,,,Milla;Wiktor,,
2550,Is er vandaag nog iets anders voorgekomen en hoe erg was dat? druk op het werk,negative event,Did anything else happen today and how bad was it?  busy at work,event;evening,,,,Milla;Wiktor,,
2551,Is er vandaag nog iets anders voorgekomen en hoe erg was dat? iemand in de familie is ziek,negative event,Did anything else happen today and how bad was it?  someone in the family is ill,event;evening,,,,Milla;Wiktor,,
2552,Is er vandaag nog iets anders voorgekomen en hoe erg was dat? familieleden/vrienden vergen veel van mij,negative event,Did anything else happen today and how bad was it?  family members/friends demand a lot from you,event;evening,,,,Milla;Wiktor,,
2553,Is er vandaag nog iets anders voorgekomen en hoe erg was dat? een financieel probleem,negative event,Did anything else happen today and how bad was it? : a financial problem,event;evening,,,,Milla;Wiktor,,
2554,Is er vandaag nog iets anders voorgekomen en hoe erg was dat? ruzie/woordenwisseling in de familie,negative event,Did anything else happen today and how bad was it?  quarrel/argument in the family,event;evening,,,,Milla;Wiktor,,
2555,Is er vandaag nog iets anders voorgekomen en hoe erg was dat? ruzie/woordenwisseling op het werk,negative event,Did anything else happen today and how bad was it? : arguing/argument at work,event;evening,,,,Milla;Wiktor,,
2556,Is er vandaag nog iets anders voorgekomen en hoe erg was dat? ruzie/woordenwisseling met iemand anders,negative event,Did anything else happen today and how bad was it?  arguing/argument with someone else,event;evening,,,,Milla;Wiktor,,
2557,"Is er vandaag nog iets anders voorgekomen en hoe erg was dat? iets anders, namelijk … ",negative event,Did anything else happen today and how bad was it?  something else,event;evening,,,,Milla;Wiktor,,
2558,Ik vond dit een gewone dag,Evening,This was an ordinary day,evening,,,,Milla;Wiktor,,
2559,Het invullen van het boekje heeft me gestoord,Evening,Filling in the booklet disturbed me today,methodological;evening,,,,Milla;Wiktor,,
2560,Globaal gezien voelde ik me vandaag goed,Evening,"Generally, I felt welltoday",evening,,,,Milla;Wiktor,,
2561,Globaal gezien voelde ik me vandaag moe,Evening,"Generally, I felt tired today",fatigue;evening,,,,Milla;Wiktor,,physical health
2562,Globaal gezien voelde ik me vandaag gestrest ,Evening,"Generally, I felt stressed today",negative affect;stress;evening,,,,Milla;Wiktor,,
2563,Ik ben veel alleen geweest,Evening,I spent a lot of time alone,evening,,,,Milla;Wiktor,,social context
2564,Ik heb deze ochtend ontbeten,Evening,I had breakfast,evening,,,,Milla;Wiktor,,
2565,Ontbijt om …u en …min,Evening,Breakfast at …..hrs …min,evening,,,,Milla;Wiktor,,
2566,Ik heb deze middag gegeten,Evening,I had lunch,evening,,,,Milla;Wiktor,,
2567,Middag om …u en …min,Evening,Lunch at …..hrs …min,evening,,,,Milla;Wiktor,,
2568,Ik heb deze avond gegeten,Evening,I had dinner,evening,,,,Milla;Wiktor,,
2569,Avond om …u en …min,Evening,Dinner at …..hrs …min,evening,,,,Milla;Wiktor,,
2570,Ik ben vandaag gaan werken / studeren / naar school gegaan,Evening,I went to work/study today,evening,,,,Milla;Wiktor,,activity
2571,Werk van …u en …min tot … u en … min,Evening,Work from …..hrs …min   to …hrs …min,evening,,,,Milla;Wiktor,,
2572,Ik ga nu slapen. Het is nu … uur en … min,Evening,I'm going to bed now. It is now … hours and … min,evening,,,,Milla;Wiktor,,
2573,Hoe lang duurde het voordat ik gisterenavond insliep,Sleep quality,How long did it take before I fell asleep last night,sleep;morning,,,,Milla;Wiktor,,
2574,Hoe vaak werd ik afgelopen nacht wakker,Sleep quality,How often did I wake up last night,sleep;morning,,,,Milla;Wiktor,,
2575,Hoe lang lag ik vanmorgen wakker voordat ik opstond?,Sleep quality,How long did I lie awake this morning before getting up,arousal;sleep;morning,,,,Milla;Wiktor,arousal,
2576,Ik heb goed geslapen ,Sleep quality,I slept well,sleep;morning,,,,Milla;Wiktor,,
2577,Ik voel me opgewekt,Positive affect,I feel cheerful,positive affect,,,,Milla;Wiktor,,
2578,Ik voel me ontspannen,Positive affect,I feel relaxed,positive affect,,,,Milla;Wiktor,,
2579,Ik voel me enthousiast,Positive affect,I feel enthousiastic,positive affect,,,,Milla;Wiktor,,
2580,Ik voel me tevreden,Positive affect,I feel satisfied,positive affect,,,,Milla;Wiktor,,
2581,Ik voel me onzeker,Negative affect,I feel insecure,negative affect;self-esteem,,,,Milla;Wiktor,,
2582,Ik voel me eenzaam,Negative affect,I feel lonely,negative affect,,,,Milla;Wiktor,,
2583,Ik voel me angstig,Negative affect,I feel anxious,anxiety;negative affect;worry,,,,Milla;Wiktor,,
2584,Ik voel me geïrriteerd,Negative affect,I feel annoyed,negative affect,,,,Milla;Wiktor,,
2585,Ik voel me somber,Negative affect,I feel down,negative affect,,,,Milla;Wiktor,,
2586,Ik voel me lusteloos,Negative affect,I feel listless,negative affect,,,,Milla;Wiktor,,
2587,Ik voel me schuldig,Negative affect,I feel guilty,negative affect,,,,Milla;Wiktor,,
2588,Globaal gezien voel ik mij nu goed,Mood,I generally feel well at the moment,,,,,Milla;Wiktor,,
2589,Ik voel me wantrouwig,Psychopathology (psychosis),I feel suspicious,psychosis,,,,Milla;Wiktor,,symptom
2590,Mijn gedachten laten me niet los,Psychopathology (psychosis),I can’t get these thoughts out of my head,,,,,Milla;Wiktor,,psychosis;symptom
2591,Mijn gedachten zijn moeilijk te uiten,Psychopathology (psychosis),My thoughts can't be expressed in words,,,,,Milla;Wiktor,,psychosis;symptom
2592,Ik ben bang de controle te verliezen,Psychopathology (psychosis),I fear to lose control,,,,,Milla;Wiktor,,psychosis;symptom
2593,Mijn gedachten zijn versneld,Psychopathology (psychosis),My thoughts are racing,,,,,Milla;Wiktor,,psychosis;symptom
2594,"Sinds de vorige piep heb ik me lichamelijk ingespannen (bv wandelen, stofzuigen, fietsen, tenissen, rennen, … ) ",Physical,"Since the last beep I have engaged in physical activity (bv walking, vacuuming, cycling, playing tennis, running, ..)",activity,,,,Milla;Wiktor,,physical health;activity
2595,Ik heb honger,Physical,I am hungry,physical health,,,,Milla;Wiktor,,
2596,Ik voel me energiek,Physical,I feel energetic,positive affect,,,,Milla;Wiktor,,
2597,Ik voel me lichamelijk goed,Physical,I am feeling good physically,,,,,Milla;Wiktor,,physical health
2598,Ik ben moe,Physical,I am tired,fatigue,,,,Milla;Wiktor,,physical health
2599,Ik mag mezelf,self-esteem,I like myself,self-esteem,,,,Milla;Wiktor,,
2600,Ik ben tevreden met mezelf,self-esteem,I am satisfied with myself,positive affect;self-esteem,,,,Milla;Wiktor,,
2601,Ik schaam me voor mezelf,self-esteem,I am ashamed of myself,self-esteem,,,,Milla;Wiktor,,
2602,Ik twijfel aan mezelf,self-esteem,I doubt myself,self-esteem,,,,Milla;Wiktor,,
2603,Wat doe ik (vlak voordat de piep afging)?,ACTIVITY,What am I doing (just before the beep)? ,activity,,,,Milla;Wiktor,,
2604,Ik zou liever wat (/iets) anders doen,ACTIVITY,I would rather be doing something else,activity,,,,Milla;Wiktor,,appraisal
2605,Het (Dit) kost mij moeite,ACTIVITY,This is difficult for me,activity,,,,Milla;Wiktor,,appraisal
2606,Dit kan ik goed,ACTIVITY,I can do this well,activity,,,,Milla;Wiktor,,appraisal
2607,Waar ben ik,LOCATION,Where am I,location,,,,Milla;Wiktor,,
2608,Met wie ben ik?,SOCIAL,Who am I with,social context,,,,Milla;Wiktor,,
2609,Ik zou liever alleen zijn,SOCIAL,I would prefer to be alone,,,,,Milla;Wiktor,,social context;appraisal
2610,Ik zou liever in gezelschap van andere mensen zijn,SOCIAL,I would prefer to be in company (of others),,,,,Milla;Wiktor,,social context;appraisal
2611,Ik vind dit gezelschap aangenaam,SOCIAL,I find the people I am with pleasant,,,,,Milla;Wiktor,,social context;appraisal
2612,Ik vind het aangenaam (fijn) om alleen te zijn,SOCIAL,I enjoy being alone,,,,,Milla;Wiktor,,social context;appraisal
2613,Ik voel me veilig (bij deze mensen),SOCIAL,I feel safe (with these people),,,,,Milla;Wiktor,,social context;appraisal
2614,Ik voel me veilig (alleen),SOCIAL,I feel safe (alone),,,,,Milla;Wiktor,,social context;appraisal
2615,Ik voel me beoordeeld,SOCIAL,I feel judged,,,,,Milla;Wiktor,,social context;appraisal
2616,Ik hoor erbij ,SOCIAL,I fit in with these people,,,,,Milla;Wiktor,,social context;appraisal
2617,Sinds de laatste beep gebruikte ik…  ,substance use,Since the last beep I used …,substance use,,,,Milla;Wiktor,,
2618,"Andere middelen, namelijk…",substance use,"Other, namely …",substance use,,,,Milla;Wiktor,,
2619,Denk aan de voor jou belangrijkste gebeurtenis sinds de vorige piep ,EVENT,Think about the most important thing that has happened since the last beep,event,,,,Milla;Wiktor,,
2620,Hoe plezierig was deze gebeurtenis -3/+3,EVENT,How pleasant was this event,event,,,,Milla;Wiktor,,appraisal
2621,Dit was belangrijk voor mij ,EVENT,This was important to me,event,,,,Milla;Wiktor,,appraisal
2622,Hoe lang geleden was deze gebeurtenis (afgelopen?),EVENT,When did this event end?,event,,,,Milla;Wiktor,,appraisal
2623,Waar was dat?,EVENT,Where was that?,event;location,,,,Milla;Wiktor,,appraisal
2624,Hoe vaak gebeurt dit gewoonlijk,EVENT,This usually happens,event,,,,Milla;Wiktor,,appraisal
2625,Deze gebeurtenis was,EVENT,This event was:,event,,,,Milla;Wiktor,,appraisal
2626,Deze gebeurtenis had vooral te maken met,EVENT,This mainly concerned:,event;worry,,,,Milla;Wiktor,worry,appraisal
2627,Deze gebeurtenis had betrekking tot,EVENT,This concerned:,event;worry,,,,Milla;Wiktor,,appraisal
2628,Deze piep stoorde mij,GENERAL,This beep disturbed me,methodological;evening,,,,Milla;Wiktor,,
2629,Ik vond dit een gewone dag,EVENING,This was an ordinary day,evening,,,,Milla;Wiktor,,
2630,Het invullen van het boekje heeft mijn stemming beïnvoed,EVENING,Filling in the booklet (PM: the device) influenced my mood,evening,,,,Milla;Wiktor,,methodological
2631,Globaal gezien heb ik mij vandaag goed gevoeld,EVENING,I generally felt well today,evening,,,,Milla;Wiktor,,
2632,Ik vond dit een leuke dag,EVENING,I thought this was a nice day,evening,,,,Milla;Wiktor,,
2633,Denk aan de meest NEGATIEVE/POSITIEVE gebeurtenis van de dag,event,Think about the most NEGATIVE/POSITIVE event of the day!,event;evening,,,,Milla;Wiktor,,
2634,Wanneer was dit?,event,When was this?,event;evening,,,,Milla;Wiktor,,
2635,Waar was ik?,event,Where was I?,event;location;evening,,,,Milla;Wiktor,,
2636,Met wie was ik?,event,Who was I with?,event;evening,,,,Milla;Wiktor,,social context
2637,Deze gebeurtenis was plezierig,event,This event was enjoyable,event;evening,,,,Milla;Wiktor,,appraisal
2638,Deze gebeurtenis was voor mij belangrijk,event,This event was important to me,event;evening,,,,Milla;Wiktor,,appraisal
2639,Ik had controle over deze gebeurtenis,event,I had control over this event,event;evening,,,,Milla;Wiktor,,appraisal
2640,Ik heb het er met iemand over gehad?,event,I talked to someone about it?,event;evening,,,,Milla;Wiktor,,appraisal
2641,Deze persoon/personen … ,event,This person/people ... ,event;evening,,,,Milla;Wiktor,,appraisal
2642,Deze personen reageerden met begrip,event,These person(s) responded with understanding,event;evening,,,,Milla;Wiktor,,appraisal
2643,Ik had het er graag met iemand over gehad.,event - coping,I would have liked to talk about it with someone.,coping;event;evening,,,,Milla;Wiktor,,appraisal
2644,Ik heb er nog vaak aan gedacht,event - coping,I have thought about it many times,coping;event;evening,,,,Milla;Wiktor,,appraisal
2645,Ik heb het gerelativeeerd,event - coping,I put it into perspective,coping;event;evening,,,,Milla;Wiktor,,appraisal
2646,Ik heb het gewoon laten gebeuren,event - coping,I just let it happen,coping;event;evening,,,,Milla;Wiktor,,appraisal
2647,Ik heb mijn emoties getoond,event - coping,I showed my emotions,coping;event;evening,,,,Milla;Wiktor,,appraisal
2648,Ik probeerde het snel te vergeten,event - coping,I tried to forget it quickly,coping;event;evening,,,,Milla;Wiktor,,appraisal
2649,Ik probeerde de situatie te veranderen,event - coping,I tried to change the situation,coping;event;evening,,,,Milla;Wiktor,,appraisal
2650,I feel cheerful.,Mood item,I feel cheerful.,positive affect,,,,Milla;Wiktor,,
2651,I feel irritated.,Mood item,I feel irritated.,negative affect,,,,Milla;Wiktor,,
2652,I feel anxious.,Mood item,I feel anxious.,anxiety;negative affect;worry,,,,Milla;Wiktor,worry,
2653,I feel satisfied.,Mood item,I feel satisfied.,positive affect,,,,Milla;Wiktor,,
2654,I feel insecure.,Mood item,I feel insecure.,self-esteem,,,,Milla;Wiktor,,
2655,I feel relaxed.,Mood item,I feel relaxed.,positive affect,,,,Milla;Wiktor,,
2656,I feel sad.,Mood item,I feel sad.,negative affect,,,,Milla;Wiktor,,
2657,I feel stressed.,Mood item,I feel stressed.,negative affect;stress,,,,Milla;Wiktor,,
2658,I am in contact with others who are physically present.,Social interaction,I am in contact with others who are physically present.,social interaction,,,,Milla;Wiktor,,
2659,Who am I with?,Social interaction,Who am I with?,social context;social interaction,,,,Milla;Wiktor,social interaction,
2660,"We are doing something together (talking, learning, gaming, etc.).",Social interaction,"We are doing something together (talking, learning, gaming, etc.).",social interaction,,,,Milla;Nieke,,
2661,I feel at ease in this company.,Social interaction,I feel at ease in this company.,positive affect;social interaction,,,,Milla;Nieke,social interaction,social context;appraisal
2662,I would rather be alone.,Social interaction,I would rather be alone.,social interaction,,,,Milla;Nieke,social interaction,social context;appraisal
2663,I like to be alone.,Social interaction,I like to be alone.,social interaction,,,,Milla;Nieke,social interaction,social context;appraisal
2664,I feel excluded.,Social interaction,I feel excluded.,social interaction,,,,Milla;Nieke,social interaction,social context;appraisal
2665,I would rather be with other people.,Social interaction,I would rather be with other people.,social interaction,,,,Milla;Nieke,social interaction,social context;appraisal
2666,What are you doing?,Context,What are you doing?,activity,,,,Milla;Nieke,,
2667,I like doing this.,Context,I like doing this.,,,,,Milla;Nieke,,activity;appraisal
2668,I would rather be doing something else.,Context,I would rather be doing something else.,,,,,Milla;Nieke,,activity;appraisal
2669,I can do this well.,Context,I can do this well.,,,,,Milla;Nieke,,activity;appraisal
2670,"Now, think about the most important event for you since the last beep.",Event appraisal info box,"Now, think about the most important event for you since the last beep.",appraisal;event,,,,Milla;Nieke,,
2671,How pleasant was this event?,Event appraisal,How pleasant was this event?,appraisal;event,,,,Milla;Nieke,,
2672,This was a stressful event.,Event appraisal,This was a stressful event.,appraisal;event;stress,,,,Milla;Nieke,stress,
2673,"Now, think about the most important situation for you in the next 2 hours.",anticipation of pleasure info box,"Now, think about the most important situation for you in the next 2 hours.",pleasure,,,,Milla;Nieke,,appraisal
2674,I am looking forward to this situation.,anticipation of pleasure,I am looking forward to this situation.,pleasure,,,,Milla;Nieke,,appraisal
2675,I am dreading this situation.,anticipation of pleasure,I am dreading this situation.,pleasure,,,,Milla;Nieke,,appraisal
2676,At what time did you fall asleep?,sleep,At what time did you fall asleep?,sleep;morning,,,,Milla;Nieke,,
2677,At what time did you wake up?,sleep,At what time did you wake up?,sleep;morning,,,,Milla;Nieke,,
2678,I slept well.,sleep,I slept well.,sleep;morning,,,,Milla;Nieke,,
2679,I feel rested.,sleep,I feel rested.,sleep;morning,,,,Milla;Nieke,,
2680,This was a bad day for me,day evaluation,This was a bad day for me,appraisal;evening,,,,Milla;Nieke,,
2681,This was a nice day,day evaluation,This was a nice day,appraisal;evening,,,,Milla;Nieke,,
2682,Today I spent about €¦ minutes exercising,physical activity,Today I spent about €¦ minutes exercising,activity;evening,,,,Milla;Nieke,,
2683,I expect stressful events tomorrow.,anticipatory pleasure,I expect stressful events tomorrow.,event;pleasure;stress;evening,,,,Milla;Nieke,pleasure,
2684,I am confident I can cope with tomorrow's stressful events,self-confidence ,I am confident I can cope with tomorrow's stressful events,coping;event;self-esteem;stress;evening,,,,Milla;Nieke,,
2685,I expect pleasant events tomorrow.,anticipatory pleasure,I expect pleasant events tomorrow.,event;pleasure;evening,,,,Milla;Nieke,,
2686,I am looking forward to the pleasant things I am expecting tomorrow,anticipatory pleasure,I am looking forward to the pleasant things I am expecting tomorrow,pleasure;evening,,,,Milla;Nieke,,
2687,Ik heb goed geslapen ,Sleep,I slept well,sleep;morning,,,,Milla;Nieke,,
2688,Ik heb lang genoeg geslapen ,Sleep,I slept enough,sleep;morning,,,,Milla;Nieke,,
2689,Denk aan de belangrijkste gebeurtenis die vandaag zal plaatsvinden. Wat is het? ,Important event,Think about the most important event that will take place today. What is it?,event;location;morning,,,,Milla;Nieke,location,
2690,Ik heb zin in deze gebeurtenis,Important event,I am looking forward to this event,event;morning,,,,Milla;Nieke,,appraisal
2691,Ik zie ertegenop ,Important event,I am dreading it [this event],event;morning,,,,Milla;Nieke,,appraisal
2692,Deze gebeurtenis is belangrijk ,Important event,This event is important,event;morning,,,,Milla;Nieke,,appraisal
2693,Hoe verwacht ik dat deze gebeurtenis zal zijn? ,Important event,What do I expect this event to be like? ,event;morning,,,,Milla;Nieke,,appraisal
2694,Ik voel me vrolijk ,Positive affect,I feel cheerful,positive affect,,,,Milla;Nieke,,
2695,Ik voel me geÃ¯rriteerd ,Negative affect,I feel irritated,negative affect,,,,Milla;Nieke,,
2696,Ik voel me angstig ,Negative affect,I feel anxious,anxiety;negative affect;worry,,,,Milla;Nieke,worry,
2697,Ik voel me tevreden ,Positive affect,I feel satisfied,positive affect,,,,Milla;Nieke,,
2698,Ik voel me onzeker ,Negative affect,I feel insecure,negative affect;self-esteem,,,,Milla;Nieke,,
2699,Ik voel me eenzaam ,Negative affect,I feel lonely,negative affect,,,,Milla;Nieke,,
2700,Ik voel me ontspannen ,Positive affect,I feel relaxed,positive affect,,,,Milla;Nieke,,
2701,Ik voel me wantrouwig ,Negative affect,I feel paranoid,negative affect;psychosis,,,,Milla;Nieke,,
2702,"Ik heb ongewone ervaringen, ik zie of hoor dingen die anderen niet zien of horen ",Negative affect,I have unusual experiences,negative affect,,,,Milla;Nieke,,
2703,Ik voel me verdrietig ,Negative affect,I feel sad,negative affect,,,,Milla;Nieke,,
2704,Ik voel me gestresst ,Negative affect,I feel stressed,negative affect;stress,,,,Milla;Nieke,,
2705,Ik voel me rusteloos ,Negative affect,I feel restless,negative affect,,,,Milla;Nieke,,
2706,Over het algemeen gezien voel ik me nu goed ,Positive affect,In general I feel well at the moment,positive affect,,,,Milla;Nieke,,
2707,Ik voel me zeker van mezelf ,Positive affect,I feel self-confident,positive affect;self-esteem,,,,Milla;Nieke,,
