"","item_ID","label","description","english","tag_automated","check1_tag_remove","check1_tag_add","tag_automated_check1","check2_tag_remove","check2_tag_add","check2_tag_new","edited_by","tag_final"
"2858",2858,"A25|What do you have to do to achieve your long term goal? Do it!","activities ","","evening","","activity","activity","","","","Milla;Nieke","activity"
"2859",2859,"A26|Having healthy goals is the best cure against a low mood. Goals help us face our problems.","activities ","","evening","","activity","activity","","","","Milla;Nieke","activity"
"2860",2860,"A27|Congratulate yourself if you have been more active. If you have not been active, how can you start?","activities ","","evening","","activity","activity","","","","Milla;Nieke","activity"
"2861",2861,"A28|[[first_name ]], who can help you do a healthy activities?","activities ","","evening","","activity","activity","","","","Milla;Nieke","activity"
"2862",2862,"P01|[[first_name ]], who can you count on for practical support? (For example: ask to borrow money, ask for transportation, etc.)","people","","evening","","","","","","","Milla;Nieke",""
"2863",2863,"P02|Who are the people in your life that are good company? How can you better those relationships?","people","","evening","","","","","","","Milla;Nieke",""
"2864",2864,"P03|Who are the people that can give you emotional support?","people","","evening","","","","","","","Milla;Nieke",""
"2865",2865,"P04|How can you meet new friends? Take the first step!","people","","evening","","","","","","","Milla;Nieke",""
"2866",2866,"P05|[[first_name ]], spend time with people that make you happy.","people","","evening","","","","","","","Milla;Nieke",""
"2867",2867,"P06|How many positive social interactions have you had today?","people","","evening","","","","","","","Milla;Nieke",""
"2868",2868,"P07|Who in your life is good company? How can you give support to that person?","people","","evening","","","","","","","Milla;Nieke",""
"2869",2869,"P08|[[first_name ]], how many positive social interactions have you had today?","people","","evening","","","","","","","Milla;Nieke",""
"2870",2870,"P09|[[first_name ]], you can improve your emotional well being if you spend time with people who make me feel better.","people","","evening","","","","","","","Milla;Nieke",""
"2871",2871,"P10|If you have a bad or troubled relationship, what can you do to improve this relationship?","people","","evening","","","","","","","Milla;Nieke",""
"2872",2872,"P11|[[first_name ]], remember good communication is the key to improve your relationships and improve your mood.","people","","evening","","","","","","","Milla;Nieke",""
"2873",2873,"P12|If you have a bad or troubled relationship, what can you do to improve this relationship?","people","","evening","","","","","","","Milla;Nieke",""
"2874",2874,"P13|Hanging out with people who make you feel bad can lower your mood.","people","","evening","","","","","","","Milla;Nieke",""
"2875",2875,"P14|Do an activity with another person to improve your mood.","people","","evening","","","","","","","Milla;Nieke",""
"2876",2876,"P15| Plan to spend time with someone who supports. Listen to the other person carefully in order to give them support.","people","","evening","","","","","","","Milla;Nieke",""
"2877",2877,"P16| Expressing your needs in a calm and respectful manner can help you improve your relationships with others. ","people","","evening","","","","","","","Milla;Nieke",""
"2878",2878,"P17|[[first_name ]], how can you practice expressing your feelings in a calm, respectful and assertive manner?","people","","evening","","","","","","","Milla;Nieke",""
"2879",2879,"P18|Talk to someone in a firm and assertive manner, respecting their desires and yours.","people","","evening","","","","","","","Milla;Nieke",""
"2880",2880,"P19|Expressing your thoughts and feelings in a calm manner can make you feel better.","people","","evening","","","","","","","Milla;Nieke",""
"2881",2881,"P20|What communication style did you use today: passive, aggressive or firm?","people","","evening","","","","","","","Milla;Nieke",""
"2882",2882,"P21|How can you improve your interactions with others?","people","","evening","","","","","","","Milla;Nieke",""
"2883",2883,"P22|How many positive interactions did you have today?","people","","evening","","","","","","","Milla;Nieke",""
"2884",2884,"P23|You can decide how to interact with other people in order to improve your relationships.","people","","evening","","","","","","","Milla;Nieke",""
"2885",2885,"P24|Meet up with someone who gives you support.","people","","evening","","","","","","","Milla;Nieke",""
"2886",2886,"P25|Negative relationships impact our health. Try to improve them in any way you can.","people","","evening","","","","","","","Milla;Nieke",""
"2887",2887,"P26|[[first_name ]], having conversations and socializing with positive people can help lower stress.","people","","evening","","","","","","","Milla;Nieke",""
"2888",2888,"P27|What steps have you taken today to improve your interactions with other people?","people","","evening","","","","","","","Milla;Nieke",""
"2889",2889,"P28|This week make a commitment to meet with someone who gives you support.","people","","evening","","","","","","","Milla;Nieke",""
"2890",2890,"H01|[[first_name ]], what healthy activity were you able to do today? What can you do tomorrow?","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2891",2891,"H02|If you spend some of your time doing healthy activities, you can feel better.","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2892",2892,"H03|There are many benefits to exercising. When will be the next time you exercise?","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2893",2893,"H04|What did you today to take care of you health and well being?","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2894",2894,"H05|You can feel more positive if you walk and exercise.","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2895",2895,"H06|[[first_name ]], focus on the things that you can control about your health. Don't worry about the things that you can't control.","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2896",2896,"H07|Start an exercise routine. Start by thinking about the exercise that you want to do, then where, how and when.","health","","evening","","physical health","physical health","","coping","","Milla;Nieke","physical health;coping"
"2897",2897,"H08|By eating healthy, you could have more energy to do activities.","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2898",2898,"H09|How we eat affects our health. Think about your typical dinner, what do you serve yourself?","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2899",2899,"H10|[[first_name ]], a healthy nutrition improves how our body functions daily and reduces the risks of diseases in the future.","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2900",2900,"H11|Drinking water has a lot of benefits for your health. How many cups of water do you drink daily?","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2901",2901,"H12|When you serve your dinner plate, make sure to include fruits and vegetables, grains and protein.","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2902",2902,"H13|For a treat, try having a little fruit or sugar-free dessert.","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2903",2903,"H14|[[first_name ]], make a plan to try a new healthy food this week.","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2904",2904,"H15|What are your goals to improve your health?","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2905",2905,"H16|[[first_name ]], how can you accomplish the goals that you have for your health?","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2906",2906,"H17|[[first_name ]], how many hours did you sleep last night? Was that enough? What steps can you take to improve your sleep?","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2907",2907,"H18|Taking all your medication can be difficult. You may feel better after taking only some of your medications, but it is important to take them for as long as your doctor prescribed.","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2908",2908,"H19|[[first_name ]], what did you do today to take care of your health and well being?","health","","evening","","physical health","physical health","","coping","","Milla;Nieke","physical health;coping"
"2909",2909,"H20|How do you remember to take your medication?","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2910",2910,"H21|Try to maintain a regular schedule for going to sleep and waking up at the same time everyday including the weekends.","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2911",2911,"H22|It is important to have goals that are flexible and reflect your capabilities. You can also ask for help with your goals.","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2912",2912,"H23|Negative reactions and stress affect your health, but you can control your emotions to better your health.","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2913",2913,"H24|Congratulate or reward yourself for the health changes you have made.","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2914",2914,"H25|[[first_name ]], sometimes there are changes in our life but we can make changes to successfully reach our goals.","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2915",2915,"H26|Who helps you take care of your health?","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2916",2916,"H27|[[first_name ]], you can overcome your challenges and achieve the goals that you have for your health.","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2917",2917,"H28|Take the steps to achieve your goals, starting with healthy changes for your health.","health","","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"2918",2918,"[[first_name]], are you coming to group this week?","attendance for group (reminder)","","","","","","","","","Milla;Nieke",""
"2919",2919,"Haben Sie sich seit dem letzten Abruf Gedanken über irgendeine soziale Interaktion gemacht?","social rumination / post-event processing","Did you ruminate about any social interaction since the last beep?","event;rumination;social interaction","social interaction","","event;rumination","","","","Milla;Nieke","event;rumination"
"2920",2920,"Ich empfand mein Verhalten in sozialen Interaktionen seit dem letzten Abruf als €¦","self-perception in social interactions","I felt my behavior in social interactions since the last alarm was ...","cognition;social interaction","cognition","appraisal","social interaction;appraisal","","","","Milla;Nieke","social interaction;appraisal"
"2921",2921,"Wie traurig fühlen Sie sich gerade?","sad mood / feeling","How sad are you feeling right now?","negative affect","","","negative affect","","","","Milla;Nieke","negative affect"
"2922",2922,"Wie niedergeschlagen fühlen Sie sich gerade?","downhearted mood /feeling","How downhearted are you feeling right now?","negative affect","","","negative affect","","","","Milla;Nieke","negative affect"
"2923",2923,"Wie unsicher fühlen Sie sich gerade?","insecure feeling","How insecure are you feeling right now?","self-esteem","","","self-esteem","","","","Milla;Nieke","self-esteem"
"2924",2924,"Wie nervÃ¶s fühlen Sie sich gerade?","nervious mood /feeling","How nervous are you feeling right now?","anxiety;worry","","","anxiety;worry","","","","Milla;Nieke","anxiety;worry"
"2925",2925,"Wie sorglos fühlen Sie sich gerade?","carefree mood /feeling","How carefree are you feeling right now?","","","","","","","","Milla;Nieke",""
"2926",2926,"Wie fröhlich fühlen Sie sich gerade?","cheerful mood /feeling","How cheerful are you feeling right now?","positive affect","","","positive affect","","","","Milla;Nieke","positive affect"
"2927",2927,"Ich habe letzte Nacht gut geschlafen","Quality of sleep","I slept well last night.","sleep;morning","","","sleep","","","","Milla;Nieke","sleep"
"2928",2928,"Warum haben Sie letzte Nacht nicht gut geschlafen?","Sleeping problems","Why did you not sleep well last night? ","sleep;morning","","","sleep","","","","Milla;Nieke","sleep"
"2929",2929,"Im Moment fühle ich mich Müde .. Wach","Mood","At this moment I feel tired .. awake","arousal;fatigue","arousal","","fatigue","","","","Milla;Nieke","fatigue"
"2930",2930,"Im Moment fühle ich mich Zufrieden unzufrieden","Mood","At this moment I feel content  discontent","positive affect","","negative affect","positive affect;negative affect","","","","Milla;Nieke","positive affect;negative affect"
"2931",2931,"Im Moment fühle ich mich Unruhig .ruhig","Mood","At this moment I feel agitated . calm","positive affect","","anxiety","positive affect;anxiety","","","","Milla;Nieke","positive affect;anxiety"
"2932",2932,"Im Moment fühle ich mich Energievoll  energielos","Mood","At this moment I feel full of energy  without energy","arousal","","","arousal","","","","Milla;Nieke","arousal"
"2933",2933,"Im Moment fühle ich mich Unwohl  wohl","Mood","At this moment I feel unwell  well","","","positive affect;negative affect","","","","","Milla;Nieke",""
"2934",2934,"Im Moment fühle ich mich Entspannt  angespannt","Mood","At this moment I feel relaxed  tense","positive affect;stress","positive affect","","stress","","","","Milla;Nieke","stress"
"2935",2935,"Im Moment fühle ich mich fröhlich","Positive afffect (Scale: Joviality)","At this moment I feel cheerful","positive affect","","","positive affect","","","","Milla;Nieke","positive affect"
"2936",2936,"Im Moment fühle ich mich glücklich","Positive afffect (Scale: Joviality)","At this moment I feel happy","positive affect","","","positive affect","","","","Milla;Nieke","positive affect"
"2937",2937,"Im Moment fühle ich mich ängstlich","Anxiety (Fear)","At this moment I feel afraid","anxiety","","","anxiety","","","","Milla;Nieke","anxiety"
"2938",2938,"Im Moment fühle ich mich nervös","Anxiety (Fear)","At this moment I feel nervous","anxiety;worry","","","anxiety;worry","","","","Milla;Nieke","anxiety;worry"
"2939",2939,"Im Moment fühle ich mich niedergeschlagen","Depressivity (Sadness)","At this moment I feel downhearted","negative affect","","","negative affect","","","","Milla;Nieke","negative affect"
"2940",2940,"Im Moment fühle ich mich traurig","Depressivity (Sadness)","At this moment I feel sad","negative affect","","","negative affect","","","","Milla;Nieke","negative affect"
"2941",2941,"Im Moment fühle ich mich nutzlos","Perceived Burdensomeness","At this moment I feel useless","methodological","methodological","","","","","","Milla;Nieke",""
"2942",2942,"Im Moment fühle ich mich als Belastung für andere","Perceived Burdensomeness","At this moment I feel like a burden for others","methodological","methodological","","","","","","Milla;Nieke",""
"2943",2943,"Im Moment fühle ich mich einsam","Thwarted Belongingness","At this moment I feel lonely","social support","social support","negative affect","negative affect","","","","Milla;Nieke","negative affect"
"2944",2944,"Im Moment fühle ich mich als würde ich nicht dazu gehören","Thwarted Belongingness","At this moment I feel like I do not belong","social support","social support","","","","","","Milla;Nieke",""
"2945",2945,"Im Moment erscheint mir meine Zukunft düster.","Hopelessness","At this moment my future seems dark to me.","depression","","","depression","","","","Milla;Nieke","depression"
"2946",2946,"Im Moment würde ich am liebsten alles aufgeben, weil es sowieso nicht besser wird.","Hopelessness","At this moment I might as well give up because there is nothing I can do about making things better for myself.","depression","","","depression","","","","Milla;Nieke","depression"
"2947",2947,"Im Moment habe ich das Gefühl, dass das Leben nicht lebenswert ist. ","Passive Suicidal ideation","At this moment life is not worth living for me.","self-esteem;self-harm;suicidality","self-harm","","self-esteem;suicidality","","","","Milla;Nieke","self-esteem;suicidality"
"2948",2948,"Im Moment gibt es für mich mehr Gründe zu sterben, als zu leben. ","Passive Suicidal ideation","At this moment there are more reasons to die than to live for me. ","self-harm;suicidality","self-harm","","suicidality","","","","Milla;Nieke","suicidality"
"2949",2949,"Im Moment möchte ich sterben.","Active suicidal ideation","At this moment I want to die.","self-harm;suicidality","self-harm","","suicidality","","","","Milla;Nieke","suicidality"
"2950",2950,"Im Moment denke ich darüber nach, mir das Leben zu nehmen.","Active suicidal ideation","At this moment I think about taking my life.","self-harm;suicidality","self-harm","","suicidality","","","","Milla;Nieke","suicidality"
"2951",2951,"Was haben Sie gerade gemacht als das Signal kam?","Context: activity","What were you doing when the signal did occur?","activity;event","event","","activity","","","","Milla;Nieke","activity"
"2952",2952,"War zum Zeitpunkt des Signals eine andere Person bei Ihnen?","Context: company","Were you with another person when the signal did occur?","event","event","social context","social context","","","","Milla;Nieke","social context"
"2953",2953,"Wer war/ ist bei Ihnen?","Context: company","Who was/ is with you?","","","social context","social context","","","","Milla;Nieke","social context"
"2954",2954,"Wie viele Personen waren/ sind bei Ihnen?","Context: company","How many persons were/ are with you?","","","social context","social context","","","","Milla;Nieke","social context"
"2955",2955,"Ich wäre lieber in Gesellschaft.","Context: company","I would prefer being in company.","","","social context;appraisal","","","","","Milla;Nieke",""
"2956",2956,"Ich wäre lieber alleine.","Context: company","I would prefer being alone.","","","social context;appraisal","","","","","Milla;Nieke",""
"2957",2957,"Haben Sie seit dem letzten Signal Bedarfsmedikation erhalten?","Medication on demand since last signal","Did you receive medication on demand since the last signal?","","","substance use","substance use","","","","Milla;Nieke","substance use"
"2958",2958,"","Medication on demand since last signal","","","","","","","","","Milla;Nieke",""
"2959",2959,"Heute hätte ich sehr viel (körperlichen) Schmerz aushalten können.","Acquired Capability for Suicide","Today I would have taken a lot of (physical) pain.","physical health;self-harm;suicidality;evening","physical health;self-harm","","suicidality","","","","Milla;Nieke","suicidality"
"2960",2960,"Heute hatte ich überhaupt keine Angst vor dem Tod.","Acquired Capability for Suicide","Today I was not at all afraid to die.","self-harm;suicidality;evening","self-harm","","suicidality","","","","Milla;Nieke","suicidality"
"2961",2961,"Heute hätte ich mich umbringen können wenn ich wollte (bitte auch beantworten, wenn Sie sich nicht umbringen wollten).","Acquired Capability for Suicide","Today I could have killed myself if I wanted to (even if you have never wanted to kill yourself, please answer this question).","self-harm;suicidality;evening","self-harm","","suicidality","","","","Milla;Nieke","suicidality"
"2962",2962,"Ich bewerte den heutigen Tag insgesamt ...","Rating of the present day","I rate the present day altogether ","evening","","","","","","","Milla;Nieke",""
"2963",2963,"Gab es heute im Lauf des Tages besondere Ereignisse?","Notable events","Did there any notable event occur today?","event;evening","","","event","","","","Milla;Nieke","event"
"2964",2964,"Welches besondere Ereignis/ Ereignisse gab es heute? Bitte schreiben Sie auf.","Notable events","Which notable events did occur today? Please write down. ","event;negative affect;evening","negative affect","","event","","","","Milla;Nieke","event"
"2965",2965,"Heute habe ich Dinge gesagt, ohne vorher nachzudenken.","Impulsivity","Today I said things without thinking.","evening","","","","","","","Milla;Nieke",""
"2966",2966,"Heute habe ich mehr Geld ausgegeben, als ich wollte.","Impulsivity","Today I spent more money than I meant to.","evening","","","","","","","Milla;Nieke",""
"2967",2967,"Heute war ich ungeduldig.","Impulsivity","Today I felt impatient.","evening","","","","","","","Milla;Nieke",""
"2968",2968,"Heute habe ich eine Entscheidung Hals über Kopf getroffen.","Impulsivity","Today I made a €žspur of the moment€œ decision.","evening","","","","","","","Milla;Nieke",""
"2969",2969,"Since the last assessment, how much have you been bothered by repeated, disturbing memories, thoughts, or images of the event?","PTSD symptom","","symptom","","","symptom","","","","Milla;Nieke","symptom"
"2970",2970,"Since the last assessment, how much have you felt very upset when something reminded you of the event?","PTSD symptom","","symptom","","","symptom","","","","Milla;Nieke","symptom"
"2971",2971,"Since the last assessment, how much have you avoided activities or situations because they reminded you of the event?","PTSD symptom","","symptom","","","symptom","","emotion regulation","","Milla;Nieke","symptom;emotion regulation"
"2972",2972,"Since the last assessment, how much have you felt distant or cut off from other people?","PTSD symptom","","symptom","","","symptom","","","","Milla;Nieke","symptom"
"2973",2973,"Since the last assessment, how much have you felt irritable or had angry outbursts?","PTSD symptom","","symptom","","","symptom","","","","Milla;Nieke","symptom"
"2974",2974,"Since your last assessment, how much have you had difficulty concentrating?","PTSD symptom","","symptom","","","symptom","","","","Milla;Nieke","symptom"
"2975",2975,"??? ??? ????? ??????? ??????? ?????? ?-24 ???? ????????","Social anxiety (Daily Averag)e","What was the average level of social anxiety you have experience during the last 24 hours","anxiety","","","anxiety","","","","Milla;Nieke","anxiety"
"2976",2976,"??? ??? ????? ??????? ????????? ?????? ?-24 ???? ?????????","Social anxiety (Daily Peak)","What was the worse level of social anxiety you have experience during the last 24 hours?","anxiety","","","anxiety","","","","Milla;Nieke","anxiety"
"2977",2977,"??? ?? ?? ???????? ???? ???? ??????","Stressful social situation","Is there a social situation that you can report on?","stress","","event","stress;event","","","","Milla;Nieke","stress;event"
"2978",2978,"???/? ?? ????????? ????? (???? ???)","Stressful social situation description","Briefly describe the situation (one sentence)","stress","","event","stress;event","","","","Milla;Nieke","stress;event"
"2979",2979,"???/? ?? ??? ????? ??????? ?????? ???? ?????????","Anxiety before the stressful social situation","Please rate your average anxiety before the situation","anxiety;stress","stress","event","anxiety;event","","","","Milla;Nieke","anxiety;event"
"2980",2980,"???/? ?? ??? ????? ??????? ?????? ??? ??? ?????????","Anxiety during the stressful social situation","Please rate your average anxiety during the situation","anxiety;stress","stress","event","anxiety;event","","","","Milla;Nieke","anxiety;event"
"2981",2981,"???/? ?? ??? ????? ??????? ?????? ??? ???? ?????????","Anxiety after the stressful social situation","Please rate your average anxiety after the situation","anxiety;stress","stress","event","anxiety;event","","","","Milla;Nieke","anxiety;event"
"2982",2982,"??? ????? ????? ?? ???? ?? ???? ?? ????????? ?? ??? ?????? ???? ???? ???????","Reappraisal","Did you try to change the way you think about the situation to feel less socially anxious?","anxiety;appraisal;negative affect;worry","anxiety;appraisal;negative affect;worry","coping","coping","","","","Milla;Nieke","coping"
"2983",2983,"????? ???? ????? ????? ?? ???? ?? ???? ?? ????????? ?? ??? ?????? ???? ???? ???????","Reappraisal effort","To what extent did you make an effort to change the way you think about the situation in order to feel less socially anxious?","anxiety;appraisal;negative affect;worry","anxiety;appraisal;negative affect;worry","coping","coping","","","","Milla;Nieke","coping"
"2984",2984,"????? ???? ????? ????? ?? ???? ?? ???? ?? ????????? ?? ??? ?????? ???? ???? ???????","Reappraisal success","To what extent where you successful in changing the way you think about the situation in order to feel less socially anxious?","anxiety;appraisal;location;negative affect;worry","anxiety;appraisal;location;negative affect;worry","coping","coping","","","","Milla;Nieke","coping"
"2985",2985,"??? ????? ?? ???? ?? ????? ??????? ?????","Expressive suppression","Did you try not to express your social anxiety during the situation?","anxiety","","coping","anxiety;coping","","","","Milla;Nieke","anxiety;coping"
"2986",2986,"????? ???? ????? ?? ???? ?? ????? ?????? ??? ????? ??????????","Expressive suppression effort","To what extent did you make an effort not to express your social anxiety?","anxiety","","coping","anxiety;coping","","","","Milla;Nieke","anxiety;coping"
"2987",2987,"????? ???? ????? ?? ???? ?? ????? ?????? ??? ????? ??????????","Expressive suppression success","To what extent where you successful in not expressing your social anxiety?","anxiety;location","location","coping","anxiety;coping","","","","Milla;Nieke","anxiety;coping"
"2988",2988,"??? ?????? ???? ?????? ?? ?????? ????? ????????? (???? ???)? ?? ?? ????? ????, ???? ??? ?????? ??? ?? ????? ?????????","Thoughts before, during or after the stressful situation","report any thoughts that came to mind before, during or after the stressful situation","stress","","","stress","","","","Milla;Nieke","stress"
"2989",2989,"Erleben Sie gerade eine der folgenden Emotionen?","Emotions","Do you feel any of the following emotions right now?","","","","","","","","Milla;Nieke",""
"2990",2990,"Wie empfinden Sie diese nicht benennbare Emotion?","Emotions","How does this emotion you cannot name feel?","","","","","","","","Milla;Nieke",""
"2991",2991,"Wie stark fühlen Sie diese Emotion?","Emotion intensity","How intensely do you feel this emotion?","stress","stress","","","","","","Milla;Nieke",""
"2992",2992,"Erleben Sie noch eine weitere der folgenden Emotionen? (Freude; Angst; Ã„rger; Scham; Ekel; Trauer; Schuld; Interesse; Neid/Eifersucht; Emotion, aber nicht benennbar; keine Emotion)","Emotions","Do you feel any other of the following emotions?","","","","","","","","Milla;Nieke",""
"2993",2993,"Wie empfinden Sie diese nicht benennbare Emotion?","Emotions","How does this emotion you cannot name feel?","","","","","","","","Milla;Nieke",""
"2994",2994,"Wie stark fühlen Sie diese Emotion?","Emotion intensity","How intensely do you feel this emotion?","stress","stress","","","","","","Milla;Nieke",""
"2995",2995,"Wie stark ist gerade Ihre unangenehme innere Spannung?","Distress","How high is your distress right now?","stress","","","stress","","","","Milla;Nieke","stress"
"2996",2996,"Verspüren Sie einen Drang, sich selbst zu verletzen?","Urge for non-suicidal self-injury","Do you feel the urge to self-harm?","physical health;self-harm;suicidality","suicidality;physical health","","self-harm","","","","Milla;Nieke","self-harm"
"2997",2997,"[Enter a rating for the moment before the alarm sounded]: Sad","Negative affect","[Enter a rating for the moment before the alarm sounded]: Sad","negative affect","","","negative affect","","","","Milla;Nieke","negative affect"
"2998",2998,"[Enter a rating for the moment before the alarm sounded]: Anxious","Negative affect","[Enter a rating for the moment before the alarm sounded]: Anxious","anxiety;negative affect;worry","worry","","anxiety;negative affect","","","","Milla;Nieke","anxiety;negative affect"
"2999",2999,"[Enter a rating for the moment before the alarm sounded]: irritable ","Negative affect","[Enter a rating for the moment before the alarm sounded]: Irritable","negative affect","","","negative affect","","","","Milla;Nieke","negative affect"
"3000",3000,"[Enter a rating for the moment before the alarm sounded]: Focusing on feelings ","Ruminative self-focus","[Enter a rating for the moment before the alarm sounded]: Focusing on feelings ","attention;rumination","","","attention;rumination","","","","Milla;Nieke","attention;rumination"
"3001",3001,"Focusing on problems (P)","Ruminative self-focus","Focusing on problems (P)","attention;rumination","","","attention;rumination","","coping","","Milla;Nieke","attention;rumination;coping"
"3002",3002,"Since the last beep, have you experienced an event that made you feel negative emotions?","Event","Since the last beep, have you experienced an event that made you feel negative emotions?","event","","","event","","","","Milla;Nieke","event"
"3003",3003,"[Brief description of event]","Event","[Brief description of event]","event","","","event","","","","Milla;Nieke","event"
"3004",3004,"Rate the extent to which you felt sad when the negative event occurred","Negative affect during event","Rate the extent to which you felt sad when the negative event occurred","event;negative affect","","","event;negative affect","","","","Milla;Nieke","event;negative affect"
"3005",3005,"Rate the extent to which you felt anxious when the negative event occurred","Negative affect during event","Rate the extent to which you felt anxious when the negative event occurred","anxiety;event;negative affect;worry","worry","","anxiety;event;negative affect","","","","Milla;Nieke","anxiety;event;negative affect"
"3006",3006,"Rate the extent to which you felt irritable when the negative event occurred","Negative affect during event","Rate the extent to which you felt irritable when the negative event occurred","event;negative affect","","","event;negative affect","","","","Milla;Nieke","event;negative affect"
"3007",3007,"To what extent do you feel the following emotions currently, that is, right now? Upset?","Negative Affect","To what extent do you feel the following emotions currently, that is, right now? Upset?","negative affect;evening","","","negative affect","","","","Milla;Nieke","negative affect"
"3008",3008,"To what extent do you feel the following emotions currently, that is, right now? Sad?","Negative Affect","To what extent do you feel the following emotions currently, that is, right now? Sad?","negative affect;evening","","","negative affect","","","","Milla;Nieke","negative affect"
"3009",3009,"To what extent do you feel the following emotions currently, that is, right now? Afraid?","Negative Affect","To what extent do you feel the following emotions currently, that is, right now? Afraid?","negative affect;evening","","","negative affect","","","","Milla;Nieke","negative affect"
"3010",3010,"To what extent do you feel the following emotions currently, that is, right now? Irritable?","Negative Affect","To what extent do you feel the following emotions currently, that is, right now? Irritable?","negative affect;evening","","","negative affect","","","","Milla;Nieke","negative affect"
"3011",3011,"To what extent do you feel the following emotions currently, that is, right now? Excited?","Positive Affect","To what extent do you feel the following emotions currently, that is, right now? Excited?","arousal;positive affect;evening","","","arousal;positive affect","","","","Milla;Nieke","arousal;positive affect"
"3012",3012,"To what extent do you feel the following emotions currently, that is, right now? Strong?","Positive Affect","To what extent do you feel the following emotions currently, that is, right now? Strong?","positive affect;evening","","","positive affect","","","","Milla;Nieke","positive affect"
"3013",3013,"To what extent do you feel the following emotions currently, that is, right now? Active?","Positive Affect","To what extent do you feel the following emotions currently, that is, right now? Active?","positive affect;evening","","","positive affect","","","","Milla;Nieke","positive affect"
"3014",3014,"To what extent do you feel the following emotions currently, that is, right now? Interested","Positive Affect","To what extent do you feel the following emotions currently, that is, right now? Interested","positive affect;evening","","","positive affect","","","","Milla;Nieke","positive affect"
"3015",3015,"To what extent does each statement describe how you have felt within the past hour, that is very recently? I felt inadequate.","Depression","To what extent does each statement describe how you have felt within the past hour, that is very recently? I felt inadequate.","depression;evening","","","depression","","","","Milla;Nieke","depression"
"3016",3016,"To what extent does each statement describe how you have felt within the past hour, that is very recently? I felt discouraged about things.","Depression","To what extent does each statement describe how you have felt within the past hour, that is very recently? I felt discouraged about things.","depression;evening","","","depression","","","","Milla;Nieke","depression"
"3017",3017,"To what extent does each statement describe how you have felt within the past hour, that is very recently? I had little interest in my usual hobbies and activities","Depression","To what extent does each statement describe how you have felt within the past hour, that is very recently? I had little interest in my usual hobbies and activities","depression;evening","","","depression","","","","Milla;Nieke","depression"
"3018",3018,"To what extent does each statement describe how you have felt within the past hour, that is very recently? I felt depressed.","Depression","To what extent does each statement describe how you have felt within the past hour, that is very recently? I felt depressed.","depression;evening","","","depression","","","","Milla;Nieke","depression"
"3019",3019,"To what extent does each statement describe how you have felt within the past hour, that is very recently? I found it difficult to talk with people I did not know well.","Social Anxiety","To what extent does each statement describe how you have felt within the past hour, that is very recently? I found it difficult to talk with people I did not know well.","anxiety;evening","","","anxiety","","","","Milla;Nieke","anxiety"
"3020",3020,"To what extent does each statement describe how you have felt within the past hour, that is very recently? I found it difficult to make eye contact with people.","Social Anxiety","To what extent does each statement describe how you have felt within the past hour, that is very recently? I found it difficult to make eye contact with people.","anxiety;evening","","","anxiety","","","","Milla;Nieke","anxiety"
"3021",3021,"To what extent does each statement describe how you have felt within the past hour, that is very recently? I felt self-conscious knowing that others were watching me.","Social Anxiety","To what extent does each statement describe how you have felt within the past hour, that is very recently? I felt self-conscious knowing that others were watching me.","anxiety;evening","","","anxiety","","","","Milla;Nieke","anxiety"
"3022",3022,"To what extent does each statement describe how you have felt within the past hour, that is very recently? I was worried about emabrrassing myself socially,","Social Anxiety","To what extent does each statement describe how you have felt within the past hour, that is very recently? I was worried about emabrrassing myself socially,","anxiety;worry;evening","","","anxiety;worry","","","","Milla;Nieke","anxiety;worry"
"3023",3023,"To what extent does each statement describe how you have felt within the past hour, that is very recently? I felt dizzy or lightheaded.","Panic","To what extent does each statement describe how you have felt within the past hour, that is very recently? I felt dizzy or lightheaded.","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
